Order ID,Order Date,Shipment Date,Delivery Date,Customer ID,Customer Region,Customer Country,Product ID,Product Name,Product Category,Supplier ID,Supplier Name,Supplier Region,Warehouse ID,Warehouse Location,Transportation Mode,Order Quantity,Unit Price,Total Cost,Shipping Cost,Delivery Time Days,Inventory Level,Order Status,Profit
100683,11/13/2025,11/14/2025,11/22/2025,C1755,Europe,France,P19638,Office Chair,Furniture,S935,Vertex Manufacturing,North America,WH 01,Karachi,Road,137,225.47,30889.39,16.36,8,182,Cancelled,-234.6
100684,10/19/2024,10/21/2024,10/25/2024,C2145,North America,Mexico,P63546,Detergent Bag,FMCG,S874,BlueRiver Trading,Europe,WH 08,Chicago,Road,390,20.84,8127.6,23.53,4,2164,Delivered,1132.16
100685,8/8/2024,8/10/2024,8/30/2024,C3515,North America,Mexico,P93337,Sportswear Set,Apparel,S368,Atlas Sourcing,Asia,WH 07,Toronto,Sea,200,102.29,20458,11.66,20,2258,Delivered,4713.22
100686,12/16/2025,12/18/2025,12/20/2025,C7337,Europe,Italy,P79506,Power Bank,Electronics,S435,Pioneer Distribution,Africa,WH 05,Frankfurt,Air,444,237.58,105485.52,57.28,2,1322,Delivered,19242.47
100687,10/12/2025,10/16/2025,10/20/2025,C5374,Europe,Netherlands,P83143,Detergent Bag,FMCG,S915,Zenith Procurement,North America,WH 08,Chicago,Rail,285,16.58,4725.3,17.62,4,1222,Delivered,736.51
100688,8/23/2024,8/28/2024,8/30/2024,C2673,Africa,Morocco,P63739,Shampoo Pack,FMCG,S120,Summit Supply Co,Europe,WH 08,Chicago,Air,243,27.4,6658.2,44.26,2,1966,Delivered,798.6
100689,6/10/2024,6/14/2024,6/18/2024,C8238,North America,Mexico,P33365,Sportswear Set,Apparel,S975,Orion Supplies,Africa,WH 07,Toronto,Air,475,51.6,24510,59.29,4,3442,Delivered,6201.57
100690,6/5/2025,6/7/2025,6/30/2025,C1761,Asia,Indonesia,P59177,Socks Pack,Apparel,S882,Atlas Sourcing,North America,WH 02,Lahore,Sea,42,21.08,885.36,8.78,23,1988,Delayed,163.26
100691,5/16/2025,5/16/2025,5/22/2025,C2055,Europe,Netherlands,P85582,Storage Cabinet,Furniture,S111,Crescent Logistics,Africa,WH 05,Frankfurt,Rail,328,288.43,94605.04,18.66,6,2098,Delivered,21063.49
100692,11/19/2024,11/22/2024,11/26/2024,C3810,Middle East,Qatar,P29476,Bluetooth Speaker,Electronics,S204,Summit Supply Co,Asia,WH 01,Karachi,Air,75,247.64,18573,33.37,4,98,Delivered,2078.81
100693,7/31/2025,8/4/2025,8/28/2025,C5053,Europe,Sweden,P72137,Smart Watch,Electronics,S965,BlueRiver Trading,Middle East,WH 04,Istanbul,Sea,389,288.23,112121.47,15.11,24,832,Delivered,14628.53
100694,9/17/2025,9/20/2025,9/30/2025,C6938,Asia,Indonesia,P71536,Floor Lamp,Furniture,S986,Summit Supply Co,Africa,WH 10,Cairo,Road,104,303.62,31576.48,15.42,10,1409,Delivered,6013.52
100695,9/18/2024,9/19/2024,9/22/2024,C1770,Asia,Bangladesh,P11843,Detergent Bag,FMCG,S173,BlueRiver Trading,Asia,WH 04,Istanbul,Air,134,38.67,5181.78,27.55,3,1119,Delivered,334.4
100696,3/30/2025,3/31/2025,4/6/2025,C9419,Asia,Malaysia,P12881,Wireless Earbuds,Electronics,S957,Summit Supply Co,Middle East,WH 06,Amsterdam,Rail,254,327.06,83073.24,16.86,6,1067,Delivered,14344.07
100697,1/19/2024,1/20/2024,1/28/2024,C9594,Africa,Nigeria,P87711,Vitamin Pack,Healthcare,S921,BlueRiver Trading,North America,WH 02,Lahore,Road,418,73.1,30555.8,24.32,8,3678,Delivered,4716.18
100698,2/17/2025,2/21/2025,3/13/2025,C6731,Africa,South Africa,P56433,Smart Watch,Electronics,S492,Summit Supply Co,Middle East,WH 04,Istanbul,Sea,213,297.34,63333.42,11.9,20,1590,Delivered,6238.86
100699,9/9/2024,9/9/2024,10/1/2024,C6327,Africa,Kenya,P15097,First Aid Kit,Healthcare,S736,Summit Supply Co,Africa,WH 07,Toronto,Sea,243,41.03,9970.29,9.22,22,465,Delivered,717.48
100700,3/15/2025,3/17/2025,3/27/2025,C7065,Africa,Nigeria,P54028,Floor Lamp,Furniture,S231,BlueRiver Trading,Europe,WH 03,Dubai,Road,369,317.65,117212.85,22.94,10,1449,Delivered,30357.31
100701,12/31/2024,1/2/2025,1/10/2025,C8640,Africa,Nigeria,P37742,Detergent Bag,FMCG,S980,Vertex Manufacturing,Middle East,WH 06,Amsterdam,Rail,306,47.2,14443.2,18.13,8,1545,In Transit,1991.21
100702,3/18/2025,3/18/2025,3/22/2025,C5377,Africa,Nigeria,P20599,Sportswear Set,Apparel,S922,Evergreen Partners,North America,WH 10,Cairo,Air,128,80.19,10264.32,36.81,4,1819,Delivered,1012.19
100703,12/4/2025,12/4/2025,12/29/2025,C2291,Africa,Morocco,P38064,Bottled Water Case,FMCG,S731,Summit Supply Co,North America,WH 06,Amsterdam,Sea,80,14.21,1136.8,9.48,25,2280,Delayed,101.27
100704,9/29/2024,9/30/2024,10/8/2024,C3800,Middle East,Oman,P24799,Bluetooth Speaker,Electronics,S811,Nova Industrial,Africa,WH 01,Karachi,Rail,225,287.14,64606.5,16.16,8,1489,In Transit,6882.55
100705,1/18/2024,1/22/2024,2/13/2024,C2369,North America,United States,P93920,Denim Jeans,Apparel,S547,Atlas Sourcing,North America,WH 01,Karachi,Sea,10,16.44,164.4,6.08,22,1207,Delivered,42.61
100706,2/16/2025,2/19/2025,2/23/2025,C1723,Africa,Morocco,P77865,Thermometer,Healthcare,S211,Vertex Manufacturing,Europe,WH 02,Lahore,Air,220,33.7,7414,42.77,4,467,Delivered,1251.41
100707,12/30/2024,1/1/2025,1/3/2025,C7680,Middle East,Qatar,P76793,Toothpaste Box,FMCG,S158,Nova Industrial,North America,WH 10,Cairo,Road,260,39.27,10210.2,19.84,2,689,Cancelled,-87.82
100708,9/12/2024,9/17/2024,10/12/2024,C8236,Europe,Italy,P48333,T Shirt Bundle,Apparel,S487,Vertex Manufacturing,Middle East,WH 10,Cairo,Sea,95,26.79,2545.05,9.75,25,2790,Delivered,616.54
100709,2/2/2025,2/6/2025,2/18/2025,C9676,Asia,China,P42642,Sportswear Set,Apparel,S546,Crescent Logistics,Middle East,WH 10,Cairo,Sea,300,97.76,29328,13.49,12,2065,Delivered,4117.29
100710,6/2/2024,6/2/2024,6/11/2024,C2151,Africa,Nigeria,P15492,Router,Electronics,S667,Evergreen Partners,Asia,WH 01,Karachi,Road,135,131.55,17759.25,16.3,9,1643,In Transit,2199.75
100711,4/4/2025,4/7/2025,4/12/2025,C8494,North America,Canada,P46723,Office Chair,Furniture,S281,Atlas Sourcing,Africa,WH 01,Karachi,Air,131,73.47,9624.57,37,5,1102,Delivered,2260.89
100712,4/4/2024,4/4/2024,4/16/2024,C8073,Asia,Bangladesh,P80572,Vitamin Pack,Healthcare,S364,Zenith Procurement,Africa,WH 10,Cairo,Rail,144,79.63,11466.72,14.19,12,2893,Delivered,240.25
100713,9/11/2024,9/15/2024,10/4/2024,C9867,North America,Mexico,P34151,Toothpaste Box,FMCG,S168,Orion Supplies,Middle East,WH 08,Chicago,Sea,46,39.71,1826.66,8.86,19,3027,Delivered,87.29
100714,7/8/2024,7/13/2024,7/24/2024,C1661,Europe,Spain,P50741,Sportswear Set,Apparel,S342,Crescent Logistics,Europe,WH 06,Amsterdam,Road,284,93.41,26528.44,15.2,11,2904,Delivered,6033.05
100715,11/18/2024,11/19/2024,11/27/2024,C5570,Middle East,Turkey,P44283,Router,Electronics,S674,Evergreen Partners,North America,WH 02,Lahore,Road,356,101.1,35991.6,22.57,8,1546,Delivered,4023
100716,12/1/2024,12/4/2024,12/12/2024,C6373,Africa,Egypt,P74068,Toothpaste Box,FMCG,S497,Pioneer Distribution,Africa,WH 04,Istanbul,Rail,254,24.43,6205.22,12.49,8,4906,Delivered,568.28
100717,8/5/2024,8/7/2024,8/24/2024,C7516,Middle East,Turkey,P92336,Detergent Bag,FMCG,S130,Vertex Manufacturing,Africa,WH 04,Istanbul,Rail,377,41.5,15645.5,19.85,17,407,Delayed,961.87
100718,9/28/2024,9/30/2024,10/13/2024,C1255,Asia,Bangladesh,P86555,Bookshelf,Furniture,S227,Vertex Manufacturing,Asia,WH 02,Lahore,Sea,335,147.89,49543.15,10.46,13,602,In Transit,7191.42
100719,4/17/2025,4/20/2025,4/29/2025,C1347,Middle East,Qatar,P34741,Denim Jeans,Apparel,S447,Zenith Procurement,North America,WH 10,Cairo,Rail,346,78.02,26994.92,19.1,9,2923,Delivered,6401.61
100720,4/10/2025,4/12/2025,4/15/2025,C3274,North America,United States,P94390,Socks Pack,Apparel,S171,Pioneer Distribution,Africa,WH 03,Dubai,Road,252,66.64,16793.28,19.62,3,1218,In Transit,4446.28
100721,1/22/2024,1/25/2024,2/6/2024,C3285,Asia,Vietnam,P62076,Toothpaste Box,FMCG,S379,Zenith Procurement,Europe,WH 02,Lahore,Rail,28,38.58,1080.24,11.37,12,670,Delivered,125.46
100722,10/30/2024,11/3/2024,11/9/2024,C3422,Asia,India,P95548,First Aid Kit,Healthcare,S480,Nova Industrial,Asia,WH 06,Amsterdam,Road,483,37.22,17977.26,19.38,6,868,In Transit,1803.44
100723,7/3/2025,7/5/2025,7/7/2025,C3347,North America,Canada,P57650,Office Chair,Furniture,S826,Zenith Procurement,Europe,WH 09,Johannesburg,Road,228,81.39,18556.92,18.94,2,1381,Delivered,2700.72
100724,12/9/2025,12/12/2025,1/4/2026,C7169,Europe,Netherlands,P99710,Hand Sanitizer Case,Healthcare,S553,Summit Supply Co,Middle East,WH 10,Cairo,Sea,132,72.23,9534.36,10.42,23,2927,Delivered,1039.53
100725,1/11/2024,1/15/2024,2/1/2024,C7103,Asia,Malaysia,P82219,Thermometer,Healthcare,S817,Orion Supplies,North America,WH 03,Dubai,Sea,396,35.37,14006.52,15.24,17,3995,Delivered,1341.84
100726,8/21/2024,8/25/2024,8/27/2024,C7319,North America,United States,P69021,Hand Sanitizer Case,Healthcare,S548,Orion Supplies,Middle East,WH 01,Karachi,Road,89,30.83,2743.87,15,2,1606,Delivered,502.34
100727,2/22/2025,2/22/2025,3/3/2025,C2758,Middle East,Qatar,P45367,T Shirt Bundle,Apparel,S596,Orion Supplies,North America,WH 07,Toronto,Road,191,98.39,18792.49,17.89,9,2896,Delivered,3022.16
100728,4/24/2024,4/29/2024,5/15/2024,C2041,Middle East,Turkey,P40099,Wireless Earbuds,Electronics,S912,Pioneer Distribution,Africa,WH 09,Johannesburg,Sea,201,400.57,80514.57,11.68,16,1678,Delivered,15243.69
100729,6/24/2025,6/29/2025,7/9/2025,C1675,Europe,France,P33052,Face Mask Box,Healthcare,S446,Summit Supply Co,Asia,WH 01,Karachi,Road,181,19.21,3477.01,17.61,10,2959,Delivered,307.69
100730,2/27/2025,3/3/2025,3/25/2025,C9448,Africa,Nigeria,P88497,Sportswear Set,Apparel,S167,Evergreen Partners,Europe,WH 01,Karachi,Sea,353,71.12,25105.36,14.45,22,2588,Cancelled,-156.09
100731,4/8/2025,4/9/2025,4/14/2025,C2797,North America,Canada,P68268,Denim Jeans,Apparel,S884,Summit Supply Co,North America,WH 01,Karachi,Air,382,49.62,18954.84,39.46,5,2605,Delivered,4326.52
100732,6/18/2024,6/22/2024,6/26/2024,C7200,Middle East,United Arab Emirates,P98913,Hand Sanitizer Case,Healthcare,S198,Atlas Sourcing,Europe,WH 06,Amsterdam,Air,413,37.23,15375.99,55.27,4,1043,Delivered,1873.38
100733,1/8/2024,1/8/2024,1/22/2024,C3196,Europe,Germany,P56104,Storage Cabinet,Furniture,S754,Vertex Manufacturing,Europe,WH 07,Toronto,Rail,254,160.9,40868.6,12.49,14,604,Delivered,7009.69
100734,11/19/2024,11/23/2024,12/6/2024,C7852,Africa,Kenya,P65781,Bookshelf,Furniture,S897,Vertex Manufacturing,North America,WH 08,Chicago,Sea,97,244.34,23700.98,9.79,13,1025,Delivered,4306.15
100735,5/22/2024,5/26/2024,6/17/2024,C8444,Europe,Poland,P20510,Detergent Bag,FMCG,S113,Summit Supply Co,Europe,WH 03,Dubai,Sea,307,35.58,10923.06,10.08,22,3898,Delivered,901
100736,2/21/2024,2/21/2024,2/26/2024,C8018,Africa,Kenya,P82746,Study Table,Furniture,S746,Vertex Manufacturing,Europe,WH 06,Amsterdam,Air,382,324.9,124111.8,53.27,5,2074,Delivered,18309.49
100737,12/7/2025,12/8/2025,12/14/2025,C7900,Africa,Morocco,P79000,Smart Watch,Electronics,S311,Zenith Procurement,Europe,WH 01,Karachi,Road,165,165.29,27272.85,17.15,6,1668,Delivered,2235.87
100738,11/6/2024,11/7/2024,11/8/2024,C7158,Middle East,Oman,P15806,Sportswear Set,Apparel,S358,Nova Industrial,Europe,WH 04,Istanbul,Air,220,25.95,5709,42.77,1,763,Delivered,1564.02
100739,11/26/2024,11/30/2024,12/2/2024,C6493,Europe,France,P17232,Router,Electronics,S486,Vertex Manufacturing,North America,WH 10,Cairo,Road,291,253.86,73873.26,20.72,2,1103,Delivered,10108.99
100740,4/14/2024,4/14/2024,5/3/2024,C7742,Africa,Kenya,P31300,Shampoo Pack,FMCG,S740,Zenith Procurement,Asia,WH 08,Chicago,Sea,267,9.77,2608.59,12.89,19,4857,Delivered,-86.35
100741,1/19/2025,1/22/2025,2/11/2025,C3611,Africa,Morocco,P32075,Bookshelf,Furniture,S645,Crescent Logistics,Middle East,WH 08,Chicago,Sea,105,125.88,13217.4,9.93,20,1995,Delivered,3001.99
100742,2/20/2025,2/25/2025,3/3/2025,C2417,Europe,France,P35230,Toothpaste Box,FMCG,S494,Orion Supplies,Middle East,WH 01,Karachi,Rail,120,21.12,2534.4,13.61,6,3472,Delivered,276.66
100743,12/11/2025,12/11/2025,12/15/2025,C3196,Middle East,Saudi Arabia,P44674,Toothpaste Box,FMCG,S797,BlueRiver Trading,Europe,WH 08,Chicago,Air,117,27.48,3215.16,36.09,4,2116,Delivered,209.74
100744,4/18/2024,4/19/2024,4/25/2024,C3322,North America,Canada,P60100,Bottled Water Case,FMCG,S342,Evergreen Partners,Asia,WH 10,Cairo,Rail,273,48.25,13172.25,17.33,6,4930,Cancelled,-132.99
100745,11/6/2024,11/7/2024,11/16/2024,C6604,North America,Canada,P65894,Thermometer,Healthcare,S119,Vertex Manufacturing,Africa,WH 09,Johannesburg,Rail,278,74.27,20647.06,17.45,9,3191,Delivered,2999.36
100746,4/10/2024,4/11/2024,4/13/2024,C3343,Africa,South Africa,P62107,Floor Lamp,Furniture,S229,Orion Supplies,Europe,WH 09,Johannesburg,Road,165,200.87,33143.55,17.15,2,1029,Delivered,5815.32
100747,4/11/2024,4/11/2024,4/15/2024,C2626,Asia,Indonesia,P73822,Storage Cabinet,Furniture,S185,Orion Supplies,Europe,WH 05,Frankfurt,Rail,231,106.54,24610.74,16.31,4,2157,Delivered,5861.61
100748,6/28/2025,7/1/2025,7/9/2025,C6411,Middle East,Qatar,P88672,Sportswear Set,Apparel,S955,Crescent Logistics,Middle East,WH 05,Frankfurt,Rail,414,87.08,36051.12,15.37,8,1025,Delivered,8812.99
100749,10/25/2025,10/26/2025,11/4/2025,C4527,Africa,Kenya,P30927,Floor Lamp,Furniture,S887,BlueRiver Trading,Africa,WH 02,Lahore,Road,337,127.32,42906.84,16.32,9,639,In Transit,5749.16
100750,6/18/2025,6/23/2025,7/16/2025,C9651,Africa,Morocco,P49743,Bottled Water Case,FMCG,S604,Evergreen Partners,North America,WH 08,Chicago,Sea,317,39.23,12435.91,13.8,23,4720,Delivered,1593.69
100751,5/16/2025,5/16/2025,5/23/2025,C9823,Europe,Spain,P72142,First Aid Kit,Healthcare,S508,Pioneer Distribution,Asia,WH 05,Frankfurt,Road,479,48.33,23150.07,26.05,7,1756,Delivered,2343.61
100752,2/8/2025,2/8/2025,2/13/2025,C3952,Europe,Poland,P83616,Bluetooth Speaker,Electronics,S146,BlueRiver Trading,Middle East,WH 06,Amsterdam,Air,222,390.11,86604.42,42.9,5,1644,Delivered,18376.35
100753,9/17/2024,9/17/2024,9/26/2024,C8614,Africa,Egypt,P74361,Thermometer,Healthcare,S321,Crescent Logistics,Middle East,WH 09,Johannesburg,Road,61,34.2,2086.2,14.2,9,740,Delivered,266.3
100754,11/4/2024,11/6/2024,11/19/2024,C8013,Asia,Vietnam,P88047,Snack Carton,FMCG,S355,Vertex Manufacturing,Europe,WH 03,Dubai,Rail,189,19.56,3696.84,15.28,13,3994,Delivered,536.89
100755,12/29/2024,12/30/2024,1/14/2025,C8187,Europe,Sweden,P69405,Power Bank,Electronics,S232,Nova Industrial,North America,WH 08,Chicago,Sea,434,75.8,32897.2,15.93,15,941,Delivered,1429.74
100756,6/28/2025,7/1/2025,7/5/2025,C2183,Europe,Germany,P30719,Toothpaste Box,FMCG,S522,Orion Supplies,Africa,WH 05,Frankfurt,Air,486,33.23,16149.78,60,4,2203,Delivered,1034.53
100757,10/14/2024,10/18/2024,10/25/2024,C5791,Middle East,Oman,P87850,Storage Cabinet,Furniture,S265,Orion Supplies,Africa,WH 08,Chicago,Road,327,281.79,92145.33,21.74,7,1009,Delivered,18952.5
100758,2/21/2025,2/24/2025,3/21/2025,C2919,Europe,Netherlands,P52595,Floor Lamp,Furniture,S501,Evergreen Partners,Middle East,WH 02,Lahore,Sea,14,329.27,4609.78,8.27,25,303,Delayed,578.01
100759,12/7/2024,12/11/2024,12/19/2024,C7189,Europe,Netherlands,P43910,Socks Pack,Apparel,S630,Summit Supply Co,Europe,WH 01,Karachi,Road,456,73.17,33365.52,18.82,8,894,Delivered,8893.54
100760,5/22/2025,5/27/2025,6/16/2025,C1839,Europe,Germany,P34578,T Shirt Bundle,Apparel,S127,Crescent Logistics,Asia,WH 10,Cairo,Sea,390,86.1,33579,15.13,20,2087,Delivered,7156.98
100761,7/24/2025,7/26/2025,7/29/2025,C7446,North America,United States,P12654,Bluetooth Speaker,Electronics,S752,Evergreen Partners,Europe,WH 03,Dubai,Air,343,288.2,98852.6,50.74,3,411,Delivered,15419.59
100762,1/10/2025,1/15/2025,1/19/2025,C5919,Africa,Morocco,P36819,Thermometer,Healthcare,S577,Crescent Logistics,Middle East,WH 10,Cairo,Air,427,22.32,9530.64,56.18,4,767,In Transit,784.48
100763,11/3/2025,11/7/2025,11/11/2025,C8820,Asia,Pakistan,P28170,Hoodie,Apparel,S695,Zenith Procurement,Middle East,WH 02,Lahore,Air,443,76.74,33995.82,57.22,4,2064,Delivered,4101.03
100764,7/15/2025,7/16/2025,7/26/2025,C5861,Africa,South Africa,P73582,Sportswear Set,Apparel,S948,Crescent Logistics,Asia,WH 05,Frankfurt,Rail,226,117.21,26489.46,16.18,10,2977,Delivered,4000.04
100765,9/28/2024,9/28/2024,10/1/2024,C8254,Africa,Egypt,P22941,First Aid Kit,Healthcare,S745,Atlas Sourcing,Africa,WH 01,Karachi,Air,482,18.12,8733.84,44.26,3,4099,Delivered,1392.66
100766,10/20/2024,10/21/2024,11/1/2024,C9711,Africa,Morocco,P73079,Power Bank,Electronics,S836,Vertex Manufacturing,North America,WH 07,Toronto,Road,43,354.76,15254.68,13.69,11,1301,Delivered,3191.27
100767,3/14/2025,3/16/2025,3/21/2025,C7227,North America,Mexico,P23280,Thermometer,Healthcare,S563,Zenith Procurement,Europe,WH 10,Cairo,Air,327,75.58,24714.66,49.7,5,3551,Delivered,3046.11
100768,3/23/2025,3/24/2025,4/6/2025,C9955,Africa,Egypt,P83230,Study Table,Furniture,S834,Vertex Manufacturing,Europe,WH 05,Frankfurt,Rail,388,179.67,69711.96,20.12,13,650,Delivered,16557.72
100769,12/8/2024,12/8/2024,12/21/2024,C3368,Asia,Pakistan,P39203,Power Bank,Electronics,S388,BlueRiver Trading,Europe,WH 10,Cairo,Sea,498,330.6,164638.8,17.1,13,301,Delivered,20825.28
100770,8/4/2024,8/5/2024,8/19/2024,C3939,Middle East,United Arab Emirates,P63214,Hoodie,Apparel,S689,Summit Supply Co,Europe,WH 01,Karachi,Rail,444,113.69,50478.36,21.48,14,967,Delivered,11511
100771,5/11/2024,5/14/2024,6/8/2024,C7764,North America,Canada,P71836,Wireless Earbuds,Electronics,S279,Nova Industrial,Africa,WH 09,Johannesburg,Sea,67,78.46,5256.82,9.24,25,1664,Delayed,918.89
100772,8/4/2025,8/4/2025,8/5/2025,C6733,Asia,Pakistan,P67207,Hoodie,Apparel,S817,Evergreen Partners,Africa,WH 10,Cairo,Air,154,19.23,2961.42,38.49,1,3190,Delivered,311.02
100773,6/1/2025,6/1/2025,6/5/2025,C7194,Europe,France,P27883,Hoodie,Apparel,S186,Pioneer Distribution,Middle East,WH 01,Karachi,Road,77,43.61,3357.97,14.66,4,3263,Delivered,863.76
100774,4/21/2024,4/25/2024,5/11/2024,C5121,Middle East,Saudi Arabia,P16553,Storage Cabinet,Furniture,S857,Zenith Procurement,Middle East,WH 07,Toronto,Sea,28,298.32,8352.96,6.32,16,1605,Delivered,1767.34
100775,1/30/2025,1/31/2025,2/2/2025,C3311,Africa,Nigeria,P91556,Hand Sanitizer Case,Healthcare,S889,Summit Supply Co,Africa,WH 01,Karachi,Road,283,29.06,8223.98,15.18,2,371,Delivered,1113.69
100776,1/26/2024,1/27/2024,2/13/2024,C4766,Africa,Nigeria,P68097,T Shirt Bundle,Apparel,S665,Crescent Logistics,North America,WH 01,Karachi,Sea,471,119.69,56373.99,16.6,17,2852,Delivered,8195.46
100777,8/21/2025,8/23/2025,8/28/2025,C3523,Middle East,Turkey,P81695,Detergent Bag,FMCG,S459,Vertex Manufacturing,Middle East,WH 03,Dubai,Air,496,42.11,20886.56,44.93,5,1464,Delivered,3328.16
100778,2/16/2025,2/20/2025,2/27/2025,C3711,North America,Mexico,P20529,T Shirt Bundle,Apparel,S531,Nova Industrial,Middle East,WH 02,Lahore,Road,277,93.96,26026.92,20.33,7,1428,Delivered,6464.87
100779,8/14/2024,8/14/2024,8/27/2024,C1376,Europe,Italy,P63365,Bookshelf,Furniture,S104,Atlas Sourcing,Africa,WH 05,Frankfurt,Rail,453,110.02,49839.06,21.7,13,689,Delivered,10754.79
100780,4/13/2025,4/13/2025,4/26/2025,C2919,Asia,Bangladesh,P60070,Smart Watch,Electronics,S249,BlueRiver Trading,Middle East,WH 09,Johannesburg,Sea,461,360.91,166379.51,16.42,13,631,Delivered,29975.66
100781,5/28/2025,5/28/2025,5/30/2025,C2656,Middle East,Turkey,P74315,Toothpaste Box,FMCG,S346,Zenith Procurement,Middle East,WH 09,Johannesburg,Road,443,28.75,12736.25,18.54,2,3310,Delivered,1549.63
100782,10/9/2025,10/12/2025,10/14/2025,C7621,North America,United States,P27776,Router,Electronics,S778,Crescent Logistics,Europe,WH 01,Karachi,Air,438,434.75,190420.5,56.89,2,1239,Delivered,26261.14
100783,7/20/2025,7/23/2025,7/27/2025,C9621,Middle East,Turkey,P20547,Bluetooth Speaker,Electronics,S749,Nova Industrial,Asia,WH 10,Cairo,Rail,183,288.83,52855.89,15.14,4,1756,Delivered,7774.67
100784,2/29/2024,3/1/2024,3/13/2024,C9167,North America,Canada,P77005,Bluetooth Speaker,Electronics,S972,Summit Supply Co,North America,WH 01,Karachi,Road,238,219.59,52262.42,14.24,12,883,Delayed,5522.94
100785,12/18/2024,12/21/2024,12/26/2024,C8849,Europe,Italy,P63806,Toothpaste Box,FMCG,S360,Nova Industrial,North America,WH 09,Johannesburg,Air,226,34.68,7837.68,43.16,5,1485,Delivered,1132.43
100786,11/30/2025,12/2/2025,12/7/2025,C7208,Middle East,United Arab Emirates,P84092,Denim Jeans,Apparel,S920,Crescent Logistics,North America,WH 02,Lahore,Air,493,39.8,19621.4,60.46,5,2074,Delivered,4341.89
100787,2/24/2025,2/25/2025,3/1/2025,C7028,Africa,Morocco,P22207,Vitamin Pack,Healthcare,S614,Atlas Sourcing,Africa,WH 06,Amsterdam,Road,202,23.7,4787.4,13.48,4,1072,Delivered,758.6
100788,9/18/2025,9/22/2025,9/27/2025,C7655,North America,United States,P98110,Socks Pack,Apparel,S871,Atlas Sourcing,Europe,WH 02,Lahore,Air,237,71.01,16829.37,43.87,5,671,Delivered,1953.06
100789,3/11/2025,3/13/2025,3/14/2025,C1142,Africa,Nigeria,P31446,Face Mask Box,Healthcare,S903,Orion Supplies,Europe,WH 01,Karachi,Air,407,79.77,32466.39,54.89,1,917,Delivered,2538.88
100790,1/16/2025,1/21/2025,1/27/2025,C1949,Asia,Pakistan,P64596,Office Chair,Furniture,S621,BlueRiver Trading,Middle East,WH 07,Toronto,Rail,498,286.82,142836.36,22.79,6,404,Delivered,24388.57
100791,6/16/2024,6/21/2024,7/13/2024,C3537,Africa,Morocco,P24690,Storage Cabinet,Furniture,S295,Zenith Procurement,North America,WH 06,Amsterdam,Sea,42,130.33,5473.86,8.78,22,1052,Delivered,1427.83
100792,2/12/2025,2/13/2025,2/25/2025,C7299,Africa,South Africa,P83366,Storage Cabinet,Furniture,S275,Crescent Logistics,Asia,WH 08,Chicago,Sea,204,267.69,54608.76,11.74,12,1497,Cancelled,-175.59
100793,1/13/2024,1/18/2024,1/22/2024,C1158,Middle East,Qatar,P47997,Floor Lamp,Furniture,S648,Atlas Sourcing,Europe,WH 03,Dubai,Road,286,205.66,58818.76,20.58,4,1901,Delivered,9900.08
100794,4/24/2024,4/25/2024,4/29/2024,C8896,North America,Canada,P38133,Snack Carton,FMCG,S471,Zenith Procurement,Middle East,WH 08,Chicago,Air,224,39.75,8904,43.03,4,2606,Delivered,1288.06
100795,11/18/2025,11/22/2025,11/28/2025,C6645,Asia,Malaysia,P72513,Wireless Earbuds,Electronics,S683,Pioneer Distribution,Middle East,WH 03,Dubai,Road,78,355.78,27750.84,14.69,6,65,Delivered,3511.42
100796,9/4/2024,9/4/2024,9/14/2024,C1356,North America,Mexico,P75263,First Aid Kit,Healthcare,S417,Summit Supply Co,Asia,WH 07,Toronto,Air,130,84.65,11004.5,36.94,10,2480,Delivered,1906.87
100797,4/23/2024,4/27/2024,4/30/2024,C2487,North America,Mexico,P31326,Wireless Earbuds,Electronics,S601,Summit Supply Co,Middle East,WH 07,Toronto,Road,450,305.67,137551.5,25.23,3,375,Delivered,12875.62
100798,6/7/2024,6/11/2024,6/25/2024,C7391,Europe,Netherlands,P88948,Detergent Bag,FMCG,S801,Crescent Logistics,Middle East,WH 07,Toronto,Rail,105,39.45,4142.25,13.24,14,2669,Delivered,383.08
100799,10/20/2024,10/22/2024,10/24/2024,C9884,North America,United States,P38906,Face Mask Box,Healthcare,S930,Evergreen Partners,Africa,WH 06,Amsterdam,Road,346,85.7,29652.2,22.28,2,738,Delivered,3976.42
100800,8/6/2024,8/11/2024,8/21/2024,C5210,Europe,Poland,P81942,Router,Electronics,S405,Pioneer Distribution,Asia,WH 10,Cairo,Sea,151,412.8,62332.8,10.77,10,256,Delivered,8826.04
100801,7/3/2024,7/7/2024,7/15/2024,C6563,North America,Mexico,P13188,Power Bank,Electronics,S169,Crescent Logistics,North America,WH 07,Toronto,Rail,395,331.16,130808.2,15.03,8,476,Delivered,25895.44
100802,8/5/2024,8/7/2024,8/12/2024,C1056,Africa,South Africa,P68548,Face Mask Box,Healthcare,S345,Zenith Procurement,Middle East,WH 01,Karachi,Road,153,41.34,6325.02,16.81,5,1682,Delivered,591.75
100803,3/17/2025,3/17/2025,3/24/2025,C1944,Europe,Sweden,P19114,Detergent Bag,FMCG,S822,Orion Supplies,Europe,WH 03,Dubai,Road,34,23.87,811.58,9.95,7,1859,Delivered,86.69
